phase,experiment,method,episode,env_reward,training_reward,steps,wall_time_seconds,cpu_time_seconds,gpu_time_seconds,gpu_memory_mb,process_memory_mb,gpu_util_percent,gpu_memory_used_mb_smi,gpu_memory_total_mb_smi,gpu_power_watts,gpu_temperature_c,average_loss,loss_updates,average_rnd_intrinsic,average_count_intrinsic,average_rnd_loss,replay_buffer_size,learn_steps,epsilon,gamma,learning_rate,lr_multiplier,dqn_technology,rnd_beta,count_beta,count_state_bin_size,action_source_counts
train,median_50_first,Median First,34,124.37349439459985,124.50313666569055,58,1.333786964416504,0.8914191080000364,1.3334498291015624,2.8779296875,0.0,30.0,4437.0,49140.0,130.94,36.0,0.11294200961831315,58,0.007266180229509763,0.0021625497682343695,0.007266180229509763,8548,8485,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,{'median_first_phase': 58}
train,median_50_first,Median First,35,913.8228480193792,920.727315603434,500,10.607021808624268,6.751009709000073,10.6066767578125,2.8779296875,0.0,35.0,4437.0,49140.0,115.64,36.0,0.1565174443013966,500,0.029224434716634277,0.013516690820945742,0.029224434716634277,9048,8985,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,{'median_first_phase': 500}
train,median_50_first,Median First,36,1122.5358267084753,1126.3093589599905,500,10.280515193939209,6.629801155999985,10.2802294921875,2.8779296875,0.0,31.0,4437.0,49140.0,140.29,37.0,0.16524586670100688,500,0.007956410396670435,0.007467500399064625,0.007956410396670435,9548,9485,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,{'median_first_phase': 500}
train,median_50_first,Median First,37,124.35946136549717,124.48890916617898,58,1.2777891159057617,0.9406541149999157,1.2773409423828126,2.8779296875,0.0,37.0,4437.0,49140.0,131.6,37.0,0.1414360788104863,58,0.008482781935087806,0.0021470308130946726,0.008482781935087806,9606,9543,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,{'median_first_phase': 58}
train,median_50_first,Median First,38,124.32415236334602,124.45153600798068,58,1.247068166732788,0.9760944269999072,1.2467669677734374,2.8779296875,0.0,39.0,4437.0,49140.0,148.56,37.0,0.15403374997449332,58,0.007747708244504134,0.0021187926526364644,0.007747708244504134,9664,9601,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,{'median_first_phase': 58}
train,median_50_first,Median First,39,902.5194715043541,909.357925801246,500,11.490739107131958,7.997839514999896,11.490416015625,2.8779296875,0.0,38.0,4437.0,49140.0,114.42,36.0,0.16967760678101332,500,0.013799875594721015,0.013538909837836895,0.013799875594721015,10164,10101,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,{'median_first_phase': 500}
train,median_50_first,Median First,40,126.38680679043446,126.51769353273886,59,1.0731539726257324,0.6796199009997963,1.0728829345703126,2.8779296875,0.0,37.0,4437.0,49140.0,115.67,36.0,0.12862609612550271,59,0.0067113710464258534,0.002151305650627674,0.0067113710464258534,10223,10160,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,{'median_first_phase': 59}
train,median_50_first,Median First,41,1030.3718628136096,1034.3805842048798,500,10.036494016647339,6.685880522999923,10.036177734375,2.8779296875,0.0,35.0,4437.0,49140.0,148.24,37.0,0.1823612823933363,500,0.033123574359111445,0.007686207038950135,0.033123574359111445,10723,10660,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,{'median_first_phase': 500}
train,median_50_first,Median First,42,894.7715342960657,901.5927166549658,500,11.742017269134521,7.5511037819997,11.7417177734375,2.8779296875,0.0,36.0,4437.0,49140.0,112.14,36.0,0.19601567371189593,500,0.02265498491235121,0.013415814868677173,0.02265498491235121,11223,11160,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,{'median_first_phase': 500}
train,median_50_first,Median First,43,122.27592015542889,122.3901785679465,57,1.3908257484436035,0.8954542540000148,1.3904754638671875,2.8779296875,0.0,28.0,4437.0,49140.0,115.82,36.0,0.13763564754800314,57,0.010108336969431931,0.0019034501832457733,0.010108336969431931,11280,11217,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,{'median_first_phase': 57}
train,median_50_first,Median First,44,829.6918635357127,835.2865229851177,483,9.900187730789185,6.529373587000009,9.8999189453125,2.8779296875,0.0,31.0,4437.0,49140.0,141.02,37.0,0.1764654245017401,483,0.021934412490180147,0.011363801733080225,0.021934412490180147,11763,11700,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,{'median_first_phase': 483}
train,median_50_first,Median First,45,126.47737499581712,126.60155374427336,59,1.0780446529388428,0.6672610189998522,1.077730712890625,2.8779296875,0.0,33.0,4437.0,49140.0,130.31,36.0,0.22762309763012295,59,0.010544505395770657,0.001999279496148146,0.010544505395770657,11822,11759,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,{'median_first_phase': 59}
train,median_50_first,Median First,46,126.50198317852885,126.62480598855694,59,1.1671607494354248,0.7295324090000577,1.166924560546875,2.8779296875,0.0,35.0,4437.0,49140.0,129.43,36.0,0.16693881318225698,59,0.006961236807756457,0.002012130174771714,0.006961236807756457,11881,11818,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,{'median_first_phase': 59}
train,median_50_first,Median First,47,1070.17943360982,1074.7801078672587,500,11.294447422027588,8.167596215999765,11.294009765625,2.8779296875,0.0,33.0,4437.0,49140.0,128.54,36.0,0.20272000825963915,500,0.009796025982413994,0.009103388255051503,0.009796025982413994,12381,12318,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,{'median_first_phase': 500}
train,median_50_first,Median First,48,963.385897897295,967.4620018505923,500,11.602082252502441,8.054582898000263,11.6020234375,2.8779296875,0.0,36.0,4437.0,49140.0,121.04,36.0,0.17501871086843312,500,0.02348380024182552,0.007917369904175655,0.02348380024182552,12881,12818,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,{'median_first_phase': 500}
train,median_50_first,Median First,49,1055.7359480668786,1060.661004556005,500,11.714193344116211,7.955387572999825,11.7138154296875,2.8779296875,0.0,40.0,4437.0,49140.0,128.68,36.0,0.22417016518488525,500,0.01981473002664825,0.009651965677987442,0.01981473002664825,13381,13318,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,{'median_first_phase': 500}
train,median_50_first,Median First,50,128.585893521115,128.7017390119686,60,1.2482504844665527,0.8655879610000738,1.2479715576171875,2.8779296875,0.0,39.0,4437.0,49140.0,148.63,37.0,0.1503350779724618,60,0.007577679028327111,0.0018549813906114825,0.007577679028327111,13441,13378,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,{'median_first_phase': 60}
train,median_50_first,Median First,51,124.32672236817453,124.43130925156964,58,1.1141905784606934,0.7996896690001449,1.1137723388671874,2.8779296875,0.0,35.0,4437.0,49140.0,151.35,37.0,0.20984199599780398,58,0.006083557634124661,0.0017423865511605732,0.006083557634124661,13499,13436,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,{'median_first_phase': 58}
train,median_50_first,Median First,52,126.50680997515015,126.61928758719527,59,1.2678377628326416,0.9592354549999982,1.2675113525390624,2.8779296875,0.0,36.0,4437.0,49140.0,147.97,37.0,0.22335790067721725,59,0.0061990704499155485,0.0018444094996557284,0.0061990704499155485,13558,13495,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,{'median_first_phase': 59}
train,median_50_first,Median First,53,1049.3967787091503,1052.5243971280383,500,10.187589406967163,7.395310167999924,10.18726171875,2.8779296875,0.0,39.0,4437.0,49140.0,150.39,38.0,0.18952543556597085,500,0.019944200542742693,0.006055794832345269,0.019944200542742693,14058,13995,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,{'median_first_phase': 500}
train,median_50_first,Median First,54,1016.3946631681667,1019.2202503193057,500,10.659483909606934,7.423107189999882,10.65918359375,2.8779296875,0.0,37.0,4437.0,49140.0,130.9,37.0,0.21172985083144158,500,0.01141289016115843,0.0055370454006654106,0.01141289016115843,14558,14495,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,{'median_first_phase': 500}
train,median_50_first,Median First,55,126.42595719265967,126.53657502943798,59,1.2735424041748047,0.9143371840000327,1.273384521484375,2.8779296875,0.0,36.0,4437.0,49140.0,142.77,37.0,0.2306120002768555,59,0.00796862599963788,0.0017951923294661574,0.00796862599963788,14617,14554,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,{'median_first_phase': 59}
train,median_50_first,Median First,56,940.9498375721287,944.2434535692216,500,10.627533674240112,8.029596585000036,10.62736328125,2.8779296875,0.0,36.0,4437.0,49140.0,125.64,37.0,0.22355281510949135,500,0.017102845729319142,0.006416203536896304,0.017102845729319142,15117,15054,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,{'median_first_phase': 500}
train,median_50_first,Median First,57,894.3751069007606,904.5320098227295,500,11.41617488861084,8.379185967000012,11.415853515625,2.8779296875,0.0,36.0,4437.0,49140.0,122.22,36.0,0.18921857616025956,500,0.013174181021831828,0.020182064033718652,0.013174181021831828,15617,15554,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,{'median_first_phase': 500}
train,median_50_first,Median First,58,687.9386334442223,697.2704716065957,453,9.771167993545532,6.901889871999629,9.7708056640625,2.8779296875,0.0,37.0,4437.0,49140.0,148.41,38.0,0.20924318047388402,453,0.016593940764072668,0.020434144836011192,0.016593940764072668,16070,16007,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,{'median_first_phase': 453}
train,median_50_first,Median First,59,126.52641977495543,126.63097566928805,59,1.3811261653900146,0.9857800350000616,1.3807010498046874,2.8779296875,0.0,36.0,4437.0,49140.0,145.34,38.0,0.2463480749057006,59,0.008550687547047006,0.0016866269267770582,0.008550687547047006,16129,16066,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,{'median_first_phase': 59}
train,median_50_first,Median First,60,124.38186325253979,124.47672086693292,58,1.2802338600158691,0.9948719939998227,1.279954345703125,2.8779296875,0.0,41.0,4437.0,49140.0,148.9,38.0,0.3229878567287634,58,0.005074677357572063,0.001584729336651724,0.005074677357572063,16187,16124,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,{'median_first_phase': 58}
