phase,experiment,method,episode,env_reward,training_reward,steps,wall_time_seconds,cpu_time_seconds,gpu_time_seconds,gpu_memory_mb,process_memory_mb,gpu_util_percent,gpu_memory_used_mb_smi,gpu_memory_total_mb_smi,gpu_power_watts,gpu_temperature_c,average_loss,loss_updates,average_rnd_intrinsic,average_count_intrinsic,average_rnd_loss,replay_buffer_size,learn_steps,epsilon,gamma,learning_rate,lr_multiplier,dqn_technology,rnd_beta,count_beta,count_state_bin_size,action_source_counts
train,standard_epsilon,Epsilon,23,122.25056708862849,122.4009507897658,57,1.3490073680877686,0.864068465999992,1.348611328125,2.00634765625,0.0,36.0,4437.0,49140.0,116.49,35.0,0.2646899925414146,57,0.010615923510110741,0.002532151311168378,0.010615923510110741,7562,7499,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 43, 'epsilon_random': 14}"
train,standard_epsilon,Epsilon,24,951.2961185016454,962.3376073631453,500,11.990988731384277,7.125889537999996,11.990712890625,2.00634765625,0.0,31.0,4437.0,49140.0,109.21,35.0,0.25168069570325313,500,0.01287230346781871,0.021954254688320875,0.01287230346781871,8062,7999,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 404, 'epsilon_random': 96}"
train,standard_epsilon,Epsilon,25,737.1175023219728,747.4568756092748,500,10.911020755767822,6.417026472999993,10.9109375,2.00634765625,0.0,28.0,4437.0,49140.0,109.51,34.0,0.2408881900962442,500,0.030769448415794612,0.02037105209044594,0.030769448415794612,8562,8499,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 395, 'epsilon_random': 105}"
train,standard_epsilon,Epsilon,26,124.37716982557565,124.5519436893512,58,1.2001664638519287,0.7789664550000026,1.19960498046875,2.00634765625,0.0,38.0,4437.0,49140.0,119.92,35.0,0.232737029902637,58,0.04982091986337388,0.002515133280254887,0.04982091986337388,8620,8557,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 46, 'epsilon_random': 12}"
train,standard_epsilon,Epsilon,27,621.7112807069392,635.7099668592105,500,11.355720520019531,6.946714415999992,11.3552734375,2.00634765625,0.0,36.0,4437.0,49140.0,111.93,35.0,0.25978811348043385,500,0.12790870865850593,0.026718285217958986,0.12790870865850593,9120,9057,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 393, 'epsilon_random': 107}"
train,standard_epsilon,Epsilon,28,495.78590113530197,507.0013271401443,465,10.250252723693848,6.496120648000016,10.2496611328125,2.00634765625,0.0,36.0,4437.0,49140.0,141.9,36.0,0.23857550093082971,465,0.034067559488911325,0.02377852011444944,0.034067559488911325,9585,9522,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 386, 'epsilon_random': 79}"
train,standard_epsilon,Epsilon,29,126.3672188103939,126.54457852806243,59,1.283113956451416,0.7379792540000096,1.28286474609375,2.00634765625,0.0,34.0,4437.0,49140.0,110.97,35.0,0.20495323364828097,59,0.05120903372437046,0.0024940065723926216,0.05120903372437046,9644,9581,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'epsilon_random': 11, 'greedy': 48}"
train,standard_epsilon,Epsilon,30,642.3182754665279,652.9696294328221,500,10.773447751998901,6.64252252,10.7733583984375,2.00634765625,0.0,38.0,4437.0,49140.0,143.96,37.0,0.24781855781003834,500,0.013039735600686981,0.021172310576579364,0.013039735600686981,10144,10081,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'epsilon_random': 88, 'greedy': 412}"
train,standard_epsilon,Epsilon,31,833.9055666844,842.5264611021579,500,10.64675235748291,7.001756497999992,10.6467021484375,2.00634765625,0.0,32.0,4437.0,49140.0,146.97,37.0,0.24302291858382524,500,0.011563245255732909,0.017126156382958137,0.011563245255732909,10644,10581,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 401, 'epsilon_random': 99}"
train,standard_epsilon,Epsilon,32,725.1097012120499,734.8589453608287,500,11.573082208633423,7.1373363520000055,11.5728330078125,2.00634765625,0.0,36.0,4437.0,49140.0,116.16,35.0,0.259850626334548,500,0.012426319607504411,0.01937422510148234,0.012426319607504411,11144,11081,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 398, 'epsilon_random': 102}"
train,standard_epsilon,Epsilon,33,126.44602452016028,126.59082306638129,59,1.2257905006408691,0.8254349139999988,1.2256180419921876,2.00634765625,0.0,35.0,4437.0,49140.0,139.92,37.0,0.2262222657011727,59,0.025572771756017926,0.002198484930253443,0.025572771756017926,11203,11140,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 52, 'epsilon_random': 7}"
train,standard_epsilon,Epsilon,34,543.882809706415,554.9353867722682,466,10.376744508743286,6.421066894000006,10.3765712890625,2.00634765625,0.0,32.0,4437.0,49140.0,125.54,35.0,0.21545327865106928,466,0.009311989668737112,0.02362485663947797,0.009311989668737112,11669,11606,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 378, 'epsilon_random': 88}"
train,standard_epsilon,Epsilon,35,122.29516075271033,122.43841003186967,57,1.4340839385986328,0.9035512549999964,1.433794189453125,2.00634765625,0.0,30.0,4437.0,49140.0,127.18,36.0,0.15346346743274153,57,0.046179642345809395,0.002051348824949912,0.046179642345809395,11726,11663,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 47, 'epsilon_random': 10}"
