phase,experiment,method,episode,env_reward,training_reward,steps,termination_reason,ended_before_max_steps,collision,collision_actor_type,collision_actor_id,collision_actor_role_name,collision_intensity,stuck,stuck_step_count,wall_time_seconds,cpu_time_seconds,gpu_time_seconds,gpu_memory_mb,process_memory_mb,ram_used_mb,ram_total_mb,ram_percent,gpu_util_percent,gpu_memory_used_mb_smi,gpu_memory_total_mb_smi,gpu_power_watts,gpu_temperature_c,average_loss,loss_updates,average_rnd_intrinsic,average_count_intrinsic,average_rnd_loss,replay_buffer_size,learn_steps,epsilon,gamma,learning_rate,lr_multiplier,dqn_technology,rnd_beta,count_beta,count_state_bin_size,action_source_counts
train,standard_epsilon,Epsilon,36,601.4284993920625,621.6376424030972,500,max_steps,False,False,none,-1,,0.0,False,0,15.390765905380249,9.787287029000026,15.387732421875,2.00634765625,0.0,0.0,0.0,0.0,36.0,5835.0,49140.0,121.39,36.0,0.6638785866014659,500,0.07530769696331117,0.0396652090524382,0.07530769696331117,12973,12910,0.2,0.99,5e-05,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 402, 'epsilon_random': 98}"
train,standard_epsilon,Epsilon,37,277.2546468386225,292.305080109894,365,collision,True,True,static.trafficsign,0,,16998.400467366344,False,0,10.866764307022095,6.659295950000001,10.8637568359375,2.00634765625,0.0,0.0,0.0,0.0,35.0,5835.0,49140.0,136.45,36.0,0.6250321879931917,365,0.06946764324085264,0.040539387324502206,0.06946764324085264,13338,13275,0.2,0.99,5e-05,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'epsilon_random': 68, 'greedy': 297}"
train,standard_epsilon,Epsilon,38,107.5531734014218,108.24668724968788,50,stuck,True,False,none,-1,,0.0,True,50,1.4932940006256104,0.9159692339999879,1.4905791015625,2.00634765625,0.0,0.0,0.0,0.0,43.0,5835.0,49140.0,165.0,39.0,0.46763283871114253,50,0.11179030204657465,0.012752373944855655,0.11179030204657465,13388,13325,0.2,0.99,5e-05,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'epsilon_random': 6, 'greedy': 44}"
train,standard_epsilon,Epsilon,39,831.4078672003546,850.5084350141099,500,max_steps,False,False,none,-1,,0.0,False,0,15.084036111831665,9.373861777999991,15.081515625,2.00634765625,0.0,0.0,0.0,0.0,38.0,5835.0,49140.0,160.02,40.0,0.6399597905352712,500,0.027696764863445425,0.03792416797887575,0.027696764863445425,13888,13825,0.2,0.99,5e-05,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'epsilon_random': 115, 'greedy': 385}"
train,standard_epsilon,Epsilon,40,706.0385495097935,723.1472837833026,500,max_steps,False,False,none,-1,,0.0,False,0,15.226645231246948,9.408151590999978,15.2237578125,2.00634765625,0.0,0.0,0.0,0.0,40.0,5835.0,49140.0,118.88,36.0,0.6938265648949892,500,0.06286736565927277,0.03358879489042625,0.06286736565927277,14388,14325,0.2,0.99,5e-05,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 414, 'epsilon_random': 86}"
train,standard_epsilon,Epsilon,41,279.0356228533676,297.2845335009513,500,max_steps,False,False,none,-1,,0.0,False,0,14.824764966964722,9.38851261900004,14.8221240234375,2.00634765625,0.0,0.0,0.0,0.0,39.0,5835.0,49140.0,114.69,36.0,0.54148368011415,500,0.11103950120680384,0.035387426283098745,0.11103950120680384,14888,14825,0.2,0.99,5e-05,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 407, 'epsilon_random': 93}"
train,standard_epsilon,Epsilon,42,270.65913806622643,284.3941706322162,338,collision,True,True,static.static,0,,150.75616597245588,False,0,10.424357414245605,6.132692572999986,10.417103515625,2.00634765625,0.0,0.0,0.0,0.0,34.0,5835.0,49140.0,112.51,36.0,0.6892320127088643,338,0.12359788687451957,0.03940021215489232,0.12359788687451957,15226,15163,0.2,0.99,5e-05,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 265, 'epsilon_random': 73}"
train,standard_epsilon,Epsilon,43,107.55351324919243,108.25581060494761,50,stuck,True,False,none,-1,,0.0,True,50,1.4610142707824707,0.8528686939999943,1.36583642578125,2.00634765625,0.0,0.0,0.0,0.0,45.0,5835.0,49140.0,163.8,39.0,0.4762774199619889,50,0.1293573170248419,0.012752373944855655,0.1293573170248419,15276,15213,0.2,0.99,5e-05,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 36, 'epsilon_random': 14}"
train,standard_epsilon,Epsilon,44,107.5532179154543,108.2689385406937,50,stuck,True,False,none,-1,,0.0,True,50,1.3764514923095703,0.718010382999978,1.3738067626953125,2.00634765625,0.0,0.0,0.0,0.0,46.0,5835.0,49140.0,164.77,39.0,0.7880578495562076,50,0.15620385599322617,0.012752373944855655,0.15620385599322617,15326,15263,0.2,0.99,5e-05,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 43, 'epsilon_random': 7}"
train,standard_epsilon,Epsilon,45,224.66946237408953,238.67836181399912,335,collision,True,True,static.trafficsign,0,,17381.319494857293,False,0,9.801046371459961,5.924194687000011,9.7925390625,2.00634765625,0.0,0.0,0.0,0.0,39.0,5835.0,49140.0,148.49,38.0,0.4831972714291135,335,0.050408140113820506,0.04131352886724682,0.050408140113820506,15661,15598,0.2,0.99,5e-05,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 276, 'epsilon_random': 59}"
train,standard_epsilon,Epsilon,46,384.301758662338,402.8277676593788,471,collision,True,True,static.building,0,,9219.601765197447,False,0,13.192489624023438,8.409426964000033,13.1870302734375,2.00634765625,0.0,0.0,0.0,0.0,42.0,5835.0,49140.0,151.95,38.0,0.6290840367745062,471,0.024680266149871986,0.039086549773832475,0.024680266149871986,16132,16069,0.2,0.99,5e-05,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 377, 'epsilon_random': 94}"
train,standard_epsilon,Epsilon,47,506.9738206994533,522.5363702644895,401,collision,True,True,static.pole,0,,8083.211842939126,False,0,10.636840343475342,6.757353593000005,10.6341982421875,2.00634765625,0.0,0.0,0.0,0.0,40.0,5835.0,49140.0,125.85,37.0,0.6101819031785922,401,0.026250817671016398,0.03854684235953916,0.026250817671016398,16533,16470,0.2,0.99,5e-05,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 312, 'epsilon_random': 89}"
